row,aggressors_activations,reads,median_of_time,bitflips
14084,2,64,42971,0
14085,2,64,42727,0
14086,2,64,35633,0
14087,2,64,34740,0
14088,2,64,31093,0
14089,2,64,35734,0
14090,2,64,13234,0
14091,2,64,42966,0
14092,2,64,34805,0
14093,2,64,35918,0
14094,2,64,37853,0
14095,2,64,31919,0
14096,2,64,42954,0
14097,2,64,42925,0
14098,2,64,35792,0
14099,2,64,35737,0
14100,2,64,29971,0
14101,2,64,37274,0
14102,2,64,42971,0
14103,2,64,31873,0
14104,2,64,37571,0
14105,2,64,36260,0
14106,2,64,42885,0
14107,2,64,35802,0
14108,2,64,33048,0
14109,2,64,35920,0
14110,2,64,35758,0
14111,2,64,35679,0
14112,2,64,42972,0
14113,2,64,35817,0
14114,2,64,37555,0
14115,2,64,28605,0
14116,2,64,34800,0
14117,2,64,28386,0
14118,2,64,36781,0
14119,2,64,30985,0
14120,2,64,34600,0
14121,2,64,31465,0
14122,2,64,37589,0
14123,2,64,39743,0
14124,2,64,34044,0
14125,2,64,28569,0
14126,2,64,30392,0
14127,2,64,42966,0
14128,2,64,42973,0
14129,2,64,35853,0
14130,2,64,29400,0
14131,2,64,29669,0
14132,2,64,32283,0
14133,2,64,35726,0
14134,2,64,32568,0
14135,2,64,28468,0
14136,2,64,33631,0
14137,2,64,21525,0
14138,2,64,35885,0
14139,2,64,35810,0
14140,2,64,42969,0
14141,2,64,28372,0
14142,2,64,28729,0
14143,2,64,28582,0
14144,2,64,32782,0
14145,2,64,35262,0
14146,2,64,35751,0
14147,2,64,41228,0
14148,2,64,31050,0
14149,2,64,35757,0
14150,2,64,42969,0
14151,2,64,35860,0
14152,2,64,42968,0
14153,2,64,37466,0
14154,2,64,42990,0
14155,2,64,43004,0
14156,2,64,29761,0
14157,2,64,35885,0
14158,2,64,35991,0
14159,2,64,35886,0
14160,2,64,13603,0
14161,2,64,34005,0
14162,2,64,18738,0
14163,2,64,31622,0
14164,2,64,34125,0
14165,2,64,26753,0
14166,2,64,25269,0
14167,2,64,17723,0
14168,2,64,29102,0
14169,2,64,34638,0
14170,2,64,35804,0
14171,2,64,34675,0
14172,2,64,38329,0
14173,2,64,34451,0
14174,2,64,35013,0
14175,2,64,33953,0
14176,2,64,23361,0
14177,2,64,14150,0
14178,2,64,37370,0
14179,2,64,29554,0
14180,2,64,31395,0
14181,2,64,26660,0
14182,2,64,30415,0
14183,2,64,35193,0
14184,2,64,30632,0
14185,2,64,37506,0
14186,2,64,27707,0
14187,2,64,35868,0
14188,2,64,29462,0
14189,2,64,33701,0
14190,2,64,22878,0
14191,2,64,25069,0
14192,2,64,23257,0
14193,2,64,35814,0
14194,2,64,28654,0
14195,2,64,30650,0
14196,2,64,28897,0
14197,2,64,37167,0
14198,2,64,42900,0
14199,2,64,28648,0
14200,2,64,42900,0
14201,2,64,42980,0
14202,2,64,35783,0
14203,2,64,37805,0
14204,2,64,28340,0
14205,2,64,37979,0
14206,2,64,34085,0
14207,2,64,31688,0
14208,2,64,35514,0
14209,2,64,35506,0
14210,2,64,39043,0
14211,2,64,11628,0
14212,2,64,17096,0
14213,2,64,32939,0
14214,2,64,36840,0
14215,2,64,31172,0
14216,2,64,35428,0
14217,2,64,32988,0
14218,2,64,35468,0
14219,2,64,30598,0
14220,2,64,33172,0
14221,2,64,35222,0
14222,2,64,35750,0
14223,2,64,35809,0
14224,2,64,35320,0
14225,2,64,35753,0
14226,2,64,28233,0
14227,2,64,35750,0
14228,2,64,32144,0
14229,2,64,42971,0
14230,2,64,37029,0
14231,2,64,42975,0
14232,2,64,35759,0
14233,2,64,35775,0
14234,2,64,38959,0
14235,2,64,31730,0
14236,2,64,28646,0
14237,2,64,42098,0
14238,2,64,35749,0
14239,2,64,33511,0
14240,2,64,42963,0
14241,2,64,25233,0
14242,2,64,35439,0
14243,2,64,35827,0
14244,2,64,35508,0
14245,2,64,40137,0
14246,2,64,35400,0
14247,2,64,35817,0
14248,2,64,35875,0
14249,2,64,34372,0
14250,2,64,34990,0
14251,2,64,28641,0
14252,2,64,38005,0
14253,2,64,35790,0
14254,2,64,32373,0
14255,2,64,28636,0
14256,2,64,35873,0
14257,2,64,29171,0
14258,2,64,26088,0
14259,2,64,28965,0
14260,2,64,29606,0
14261,2,64,36914,0
14262,2,64,28670,0
14263,2,64,42974,0
14264,2,64,26226,0
14265,2,64,13224,0
14266,2,64,35580,0
14267,2,64,42991,0
14268,2,64,42990,0
14269,2,64,34404,0
14270,2,64,30139,0
14271,2,64,32693,0
14272,2,64,22230,0
14273,2,64,42956,0
14274,2,64,28634,0
14275,2,64,17347,0
14276,2,64,12499,0
14277,2,64,32836,0
14278,2,64,35682,0
14279,2,64,32759,0
14280,2,64,35881,0
14281,2,64,37626,0
14282,2,64,35793,0
14283,2,64,12446,0
14284,2,64,35907,0
14285,2,64,23910,0
14286,2,64,35821,0
14287,2,64,35813,0
14288,2,64,19063,0
14289,2,64,27143,0
14290,2,64,29134,0
14291,2,64,27607,0
14292,2,64,14017,0
14293,2,64,11662,0
14294,2,64,35877,0
14295,2,64,28648,0
14296,2,64,35719,0
14297,2,64,28620,0
14298,2,64,35829,0
14299,2,64,18240,0
14300,2,64,35806,0
14301,2,64,23254,0
14302,2,64,35896,0
14303,2,64,31797,0
14304,2,64,13153,0
14305,2,64,12975,0
14306,2,64,37217,0
14307,2,64,35780,0
14308,2,64,31164,0
14309,2,64,42969,0
14310,2,64,38939,0
14311,2,64,28881,0
14312,2,64,29301,0
14313,2,64,34438,0
14314,2,64,37101,0
14315,2,64,35894,0
14316,2,64,37377,0
14317,2,64,27821,0
14318,2,64,35829,0
14319,2,64,42997,0
14320,2,64,37375,0
14321,2,64,29627,0
14322,2,64,34934,0
14323,2,64,35820,0
14324,2,64,35910,0
14325,2,64,33957,0
14326,2,64,29609,0
14327,2,64,30440,0
14328,2,64,30768,0
14329,2,64,33631,0
14330,2,64,35732,0
14331,2,64,36639,0
14332,2,64,37492,0
14333,2,64,31865,0
14334,2,64,35811,0
14335,2,64,42967,0
14336,2,64,28970,0
14337,2,64,28940,0
14338,2,64,42320,0
14339,2,64,35779,0
14340,2,64,37504,0
14341,2,64,29757,0
14342,2,64,42145,0
14343,2,64,42975,0
14344,2,64,28657,0
14345,2,64,34433,0
14346,2,64,28128,0
14347,2,64,35807,0
14348,2,64,35800,0
14349,2,64,25590,0
14350,2,64,35580,0
14351,2,64,31471,0
14352,2,64,36780,0
14353,2,64,36575,0
14354,2,64,33724,0
14355,2,64,28244,0
14356,2,64,21642,0
14357,2,64,29711,0
14358,2,64,15995,0
14359,2,64,35888,0
14360,2,64,25882,0
14361,2,64,36504,0
14362,2,64,24568,0
14363,2,64,27970,0
14364,2,64,36389,0
14365,2,64,42966,0
14366,2,64,42818,0
14367,2,64,28654,0
14368,2,64,28026,0
14369,2,64,35798,0
14370,2,64,42970,0
14371,2,64,41424,0
14372,2,64,42983,0
14373,2,64,42902,0
14374,2,64,36753,0
14375,2,64,30403,0
14376,2,64,34003,0
14377,2,64,34459,0
14378,2,64,28639,0
14379,2,64,29159,0
14380,2,64,18979,0
14381,2,64,12690,0
14382,2,64,37617,0
14383,2,64,31462,0
14384,2,64,29155,0
14385,2,64,35532,0
14386,2,64,38874,0
14387,2,64,26953,0
14388,2,64,28164,0
14389,2,64,31521,0
14390,2,64,42194,0
14391,2,64,35161,0
14392,2,64,36343,0
14393,2,64,29058,0
14394,2,64,11220,0
14395,2,64,32999,0
14396,2,64,27164,0
14397,2,64,11582,0
14398,2,64,10793,0
14399,2,64,42184,0
14400,2,64,28359,0
14401,2,64,28054,0
14402,2,64,33934,0
14403,2,64,42189,0
14404,2,64,28080,0
14405,2,64,34828,0
14406,2,64,35220,0
14407,2,64,27723,0
14408,2,64,33467,0
14409,2,64,29482,0
14410,2,64,35213,0
14411,2,64,35135,0
14412,2,64,28865,0
14413,2,64,34662,0
14414,2,64,42203,0
14415,2,64,19284,0
14416,2,64,25397,0
14417,2,64,14138,0
14418,2,64,28112,0
14419,2,64,28148,0
14420,2,64,35204,0
14421,2,64,29287,0
14422,2,64,28764,0
14423,2,64,34543,0
14424,2,64,28054,0
14425,2,64,29719,0
14426,2,64,29185,0
14427,2,64,34950,0
14428,2,64,34952,0
14429,2,64,34867,0
14430,2,64,29141,0
14431,2,64,35167,0
14432,2,64,34263,0
14433,2,64,29430,0
14434,2,64,27092,0
14435,2,64,30741,0
14436,2,64,11559,0
14437,2,64,21082,0
14438,2,64,28271,0
14439,2,64,27158,0
14440,2,64,28197,0
14441,2,64,31483,0
14442,2,64,34367,0
14443,2,64,30558,0
14444,2,64,34887,0
14445,2,64,32880,0
14446,2,64,12426,0
14447,2,64,12387,0
14448,2,64,12692,0
14449,2,64,22776,0
14450,2,64,42126,0
14451,2,64,36048,0
14452,2,64,28117,0
14453,2,64,28103,0
14454,2,64,29424,0
14455,2,64,30838,0
14456,2,64,25807,0
14457,2,64,42186,0
14458,2,64,36611,0
14459,2,64,34841,0
14460,2,64,28120,0
14461,2,64,36106,0
14462,2,64,28093,0
14463,2,64,29322,0
14464,2,64,27153,0
14465,2,64,28344,0
14466,2,64,35257,0
14467,2,64,24835,0
14468,2,64,34270,0
14469,2,64,30766,0
14470,2,64,35734,0
14471,2,64,35517,0
14472,2,64,42178,0
14473,2,64,34260,0
14474,2,64,35313,0
14475,2,64,34876,0
14476,2,64,29809,0
14477,2,64,33462,0
14478,2,64,33679,0
14479,2,64,42118,0
14480,2,64,30783,0
14481,2,64,18402,0
14482,2,64,41013,0
14483,2,64,35153,0
14484,2,64,19871,0
14485,2,64,28117,0
14486,2,64,31413,0
14487,2,64,35749,0
14488,2,64,36173,0
14489,2,64,36090,0
14490,2,64,37775,0
14491,2,64,36852,0
14492,2,64,31045,0
14493,2,64,14828,0
14494,2,64,39370,0
14495,2,64,39319,0
14496,2,64,31476,0
14497,2,64,30254,0
14498,2,64,39026,0
14499,2,64,34559,0
14000,2,80,31789,0
14001,2,80,38975,0
14002,2,80,33021,0
14003,2,80,36516,0
14004,2,80,46622,0
14005,2,80,34180,0
14006,2,80,37880,0
14007,2,80,34725,0
14008,2,80,38633,0
14009,2,80,34517,0
14010,2,80,36765,0
14011,2,80,40070,0
14012,2,80,25949,0
14013,2,80,15161,0
14014,2,80,38836,0
14015,2,80,33764,0
14016,2,80,37127,0
14017,2,80,42074,0
14018,2,80,37918,0
14019,2,80,35889,0
14020,2,80,38672,0
14021,2,80,35240,0
14022,2,80,37177,0
14023,2,80,39016,0
14024,2,80,38943,0
14025,2,80,27956,0
14026,2,80,31042,0
14027,2,80,12780,0
14028,2,80,43973,0
14029,2,80,37436,0
14030,2,80,37306,0
14031,2,80,43116,0
14032,2,80,36333,0
14033,2,80,36069,0
14034,2,80,38538,0
14035,2,80,46658,0
14036,2,80,35928,0
14037,2,80,28722,0
14038,2,80,15888,0
14039,2,80,19504,0
14040,2,80,12303,0
14041,2,80,38971,0
14042,2,80,21996,0
14043,2,80,23349,0
14044,2,80,35534,0
14045,2,80,22303,0
14046,2,80,38886,0
14047,2,80,24056,0
14048,2,80,18509,0
14049,2,80,36304,0
14050,2,80,23233,0
14051,2,80,23999,0
14052,2,80,46586,0
14053,2,80,23685,0
14054,2,80,21872,0
14055,2,80,29312,0
14056,2,80,25866,0
14057,2,80,20799,0
14058,2,80,24505,0
14059,2,80,24166,0
14060,2,80,23301,0
14061,2,80,19848,0
14062,2,80,22741,0
14063,2,80,30399,0
14064,2,80,25125,0
14065,2,80,24987,0
14066,2,80,23149,0
14067,2,80,39946,0
14068,2,80,22838,0
14069,2,80,22359,0
14070,2,80,26177,0
14071,2,80,36925,0
14072,2,80,29650,0
14073,2,80,30307,0
14074,2,80,24406,0
14075,2,80,22911,0
14076,2,80,38520,0
14077,2,80,30612,0
14078,2,80,24102,0
14079,2,80,32764,0
14080,2,80,23721,0
14081,2,80,26494,0
14082,2,80,39905,0
14083,2,80,25172,0
14084,2,80,45755,0
14085,2,80,28189,0
14086,2,80,20221,0
14087,2,80,21709,0
14088,2,80,12680,0
14089,2,80,23139,0
14090,2,80,21273,0
14091,2,80,46743,0
14092,2,80,37616,0
14093,2,80,28079,0
14094,2,80,38911,0
14095,2,80,26065,0
14096,2,80,46748,0
14097,2,80,46791,0
14098,2,80,26385,0
14099,2,80,27850,0
14100,2,80,24364,0
14101,2,80,28794,0
14102,2,80,46697,0
14103,2,80,22821,0
14104,2,80,39206,0
14105,2,80,25928,0
14106,2,80,46741,0
14107,2,80,29052,0
14108,2,80,15506,0
14109,2,80,20809,0
14110,2,80,26708,0
14111,2,80,28778,0
14112,2,80,46731,0
14113,2,80,26351,0
14114,2,80,40349,0
14115,2,80,23602,0
14116,2,80,36949,0
14117,2,80,23699,0
14118,2,80,21552,0
14119,2,80,19113,0
14120,2,80,25266,0
14121,2,80,24282,0
14122,2,80,39479,0
14123,2,80,38974,0
14124,2,80,22402,0
14125,2,80,21320,0
14126,2,80,22274,0
14127,2,80,46661,0
14128,2,80,46642,0
14129,2,80,27271,0
14130,2,80,32438,0
14131,2,80,26415,0
14132,2,80,23261,0
14133,2,80,23239,0
14134,2,80,21791,0
14135,2,80,24028,0
14136,2,80,26219,0
14137,2,80,16322,0
14138,2,80,34270,0
14139,2,80,15473,0
14140,2,80,46571,0
14141,2,80,19601,0
14142,2,80,30566,0
14143,2,80,21938,0
14144,2,80,22929,0
14145,2,80,25234,0
14146,2,80,37189,0
14147,2,80,39001,0
14148,2,80,23592,0
14149,2,80,23707,0
14150,2,80,46664,0
14151,2,80,19299,0
14152,2,80,46678,0
14153,2,80,46514,0
14154,2,80,46783,0
14155,2,80,46702,0
14156,2,80,31983,0
14157,2,80,36784,0
14158,2,80,40789,0
14159,2,80,40758,0
14160,2,80,39091,0
14161,2,80,31751,0
14162,2,80,37934,0
14163,2,80,35222,0
14164,2,80,39053,0
14165,2,80,37299,0
14166,2,80,37947,0
14167,2,80,39887,0
14168,2,80,35183,0
14169,2,80,38260,0
14170,2,80,31865,0
14171,2,80,20464,0
14172,2,80,40855,0
14173,2,80,36974,0
14174,2,80,36955,0
14175,2,80,39154,0
14176,2,80,38811,0
14177,2,80,46684,0
14178,2,80,46398,0
14179,2,80,37417,0
14180,2,80,12930,0
14181,2,80,38807,0
14182,2,80,36968,0
14183,2,80,38817,0
14184,2,80,38752,0
14185,2,80,44425,0
14186,2,80,32068,0
14187,2,80,39719,0
14188,2,80,38631,0
14189,2,80,15256,0
14190,2,80,39148,0
14191,2,80,39172,0
14192,2,80,29574,0
14193,2,80,40813,0
14194,2,80,35480,0
14195,2,80,38718,0
14196,2,80,31465,0
14197,2,80,43482,0
14198,2,80,46613,0
14199,2,80,39573,0
14200,2,80,46763,0
14201,2,80,46880,0
14202,2,80,37499,0
14203,2,80,39157,0
14204,2,80,37656,0
14205,2,80,37560,0
14206,2,80,38750,0
14207,2,80,36751,0
14208,2,80,38459,0
14209,2,80,37944,0
14210,2,80,38947,0
14211,2,80,39439,0
14212,2,80,45617,0
14213,2,80,39419,0
14214,2,80,39147,0
14215,2,80,38516,0
14216,2,80,39171,0
14217,2,80,38825,0
14218,2,80,38849,0
14219,2,80,38214,0
14220,2,80,40760,0
14221,2,80,14702,0
14222,2,80,38956,0
14223,2,80,43758,0
14224,2,80,16806,0
14225,2,80,38822,0
14226,2,80,38950,0
14227,2,80,31313,0
14228,2,80,31088,0
14229,2,80,46554,0
14230,2,80,36441,0
14231,2,80,46579,0
14232,2,80,39419,0
14233,2,80,39418,0
14234,2,80,46431,0
14235,2,80,39319,0
14236,2,80,37723,0
14237,2,80,44557,0
14238,2,80,37402,0
14239,2,80,29009,0
14240,2,80,46559,0
14241,2,80,33989,0
14242,2,80,33121,0
14243,2,80,42004,0
14244,2,80,38775,0
14245,2,80,40187,0
14246,2,80,38724,0
14247,2,80,38801,0
14248,2,80,34370,0
14249,2,80,34691,0
14250,2,80,36294,0
14251,2,80,37702,0
14252,2,80,40613,0
14253,2,80,31047,0
14254,2,80,31420,0
14255,2,80,34468,0
14256,2,80,39051,0
14257,2,80,31406,0
14258,2,80,32222,0
14259,2,80,38740,0
14260,2,80,38651,0
14261,2,80,45314,0
14262,2,80,34712,0
14263,2,80,46774,0
14264,2,80,39194,0
14265,2,80,39275,0
14266,2,80,42066,0
14267,2,80,46445,0
14268,2,80,46657,0
14269,2,80,31145,0
14270,2,80,39608,0
14271,2,80,38728,0
14272,2,80,44961,0
14273,2,80,46513,0
14274,2,80,38815,0
14275,2,80,38830,0
14276,2,80,31516,0
14277,2,80,43789,0
14278,2,80,38538,0
14279,2,80,36165,0
14280,2,80,40669,0
14281,2,80,43514,0
14282,2,80,38662,0
14283,2,80,38956,0
14284,2,80,41197,0
14285,2,80,38858,0
14286,2,80,38601,0
14287,2,80,39410,0
14288,2,80,38428,0
14289,2,80,38693,0
14290,2,80,39163,0
14291,2,80,38418,0
14292,2,80,39089,0
14293,2,80,26951,0
14294,2,80,39142,0
14295,2,80,37318,0
14296,2,80,38766,0
14297,2,80,32408,0
14298,2,80,16419,0
14299,2,80,38610,0
14300,2,80,40525,0
14301,2,80,37321,0
14302,2,80,40528,0
14303,2,80,32390,0
14304,2,80,38565,0
14305,2,80,38671,0
14306,2,80,46226,0
14307,2,80,38606,0
14308,2,80,39190,0
14309,2,80,46851,0
14310,2,80,46125,0
14311,2,80,30815,0
14312,2,80,30917,0
14313,2,80,32754,0
14314,2,80,41872,0
14315,2,80,12903,0
14316,2,80,33073,0
14317,2,80,13232,0
14318,2,80,33514,0
14319,2,80,46210,0
14320,2,80,45252,0
14321,2,80,38460,0
14322,2,80,34689,0
14323,2,80,38831,0
14324,2,80,38241,0
14325,2,80,38249,0
14326,2,80,37950,0
14327,2,80,38548,0
14328,2,80,38924,0
14329,2,80,38153,0
14330,2,80,36545,0
14331,2,80,38927,0
14332,2,80,43973,0
14333,2,80,35806,0
14334,2,80,33108,0
14335,2,80,46247,0
14336,2,80,38342,0
14337,2,80,35182,0
14338,2,80,40167,0
14339,2,80,35964,0
14340,2,80,40445,0
14341,2,80,38270,0
14342,2,80,45549,0
14343,2,80,46151,0
14344,2,80,38385,0
14345,2,80,13549,0
14346,2,80,37244,0
14347,2,80,40355,0
14348,2,80,38446,0
14349,2,80,38388,0
14350,2,80,38451,0
14351,2,80,30311,0
14352,2,80,29970,0
14353,2,80,38509,0
14354,2,80,19452,0
14355,2,80,38187,0
14356,2,80,31704,0
14357,2,80,38487,0
14358,2,80,12119,0
14359,2,80,38979,0
14360,2,80,38448,0
14361,2,80,38870,0
14362,2,80,25493,0
14363,2,80,34585,0
14364,2,80,40303,0
14365,2,80,46032,0
14366,2,80,46019,0
14367,2,80,37337,0
14368,2,80,34777,0
14369,2,80,37648,0
14370,2,80,46097,0
14371,2,80,43079,0
14372,2,80,46305,0
14373,2,80,38844,0
14374,2,80,43395,0
14375,2,80,37157,0
14376,2,80,38556,0
14377,2,80,38481,0
14378,2,80,38453,0
14379,2,80,32452,0
14380,2,80,32280,0
14381,2,80,38317,0
14382,2,80,38376,0
14383,2,80,13819,0
14384,2,80,12830,0
14385,2,80,43365,0
14386,2,80,45798,0
14387,2,80,37693,0
14388,2,80,27014,0
14389,2,80,16104,0
14390,2,80,46007,0
14391,2,80,40630,0
14392,2,80,14674,0
14393,2,80,38336,0
14394,2,80,38177,0
14395,2,80,42987,0
14396,2,80,31444,0
14397,2,80,38378,0
14398,2,80,44212,0
14399,2,80,45991,0
14400,2,80,36470,0
14401,2,80,37202,0
14402,2,80,39868,0
14403,2,80,46015,0
14404,2,80,38386,0
14405,2,80,38429,0
14406,2,80,39355,0
14407,2,80,36253,0
14408,2,80,39640,0
14409,2,80,12785,0
14410,2,80,38552,0
14411,2,80,37946,0
14412,2,80,35586,0
14413,2,80,29003,0
14414,2,80,45938,0
14415,2,80,27262,0
14416,2,80,36916,0
14417,2,80,38258,0
14418,2,80,30638,0
14419,2,80,30457,0
14420,2,80,38447,0
14421,2,80,32707,0
14422,2,80,32394,0
14423,2,80,37365,0
14424,2,80,29552,0
14425,2,80,35494,0
14426,2,80,30063,0
14427,2,80,32431,0
14428,2,80,34945,0
14429,2,80,31416,0
14430,2,80,30640,0
14431,2,80,34538,0
14432,2,80,38082,0
14433,2,80,38229,0
14434,2,80,37567,0
14435,2,80,38570,0
14436,2,80,38249,0
14437,2,80,34569,0
14438,2,80,37942,0
14439,2,80,34361,0
14440,2,80,35538,0
14441,2,80,37181,0
14442,2,80,44953,0
14443,2,80,38229,0
14444,2,80,38307,0
14445,2,80,38188,0
14446,2,80,38181,0
14447,2,80,36714,0
14448,2,80,38296,0
14449,2,80,38427,0
14450,2,80,45836,0
14451,2,80,45543,0
14452,2,80,35261,0
14453,2,80,37446,0
14454,2,80,36098,0
14455,2,80,31332,0
14456,2,80,38963,0
14457,2,80,45844,0
14458,2,80,42365,0
14459,2,80,34894,0
14460,2,80,30351,0
14461,2,80,35629,0
14462,2,80,36671,0
14463,2,80,33400,0
14464,2,80,37711,0
14465,2,80,38165,0
14466,2,80,37182,0
14467,2,80,36943,0
14468,2,80,38207,0
14469,2,80,35812,0
14470,2,80,39413,0
14471,2,80,39159,0
14472,2,80,45797,0
14473,2,80,31926,0
14474,2,80,43378,0
14475,2,80,43695,0
14476,2,80,37987,0
14477,2,80,32782,0
14478,2,80,38319,0
14479,2,80,45837,0
14480,2,80,45441,0
14481,2,80,45789,0
14482,2,80,39161,0
14483,2,80,29872,0
14484,2,80,37765,0
14485,2,80,33315,0
14486,2,80,13715,0
14487,2,80,33794,0
14488,2,80,38063,0
14489,2,80,38130,0
14490,2,80,39204,0
14491,2,80,37433,0
14492,2,80,37861,0
14493,2,80,24909,0
14494,2,80,45594,0
14495,2,80,39531,0
14496,2,80,14482,0
14497,2,80,38221,0
14498,2,80,38044,0
14499,2,80,36722,0
14000,2,128,39212,0
14001,2,128,45729,0
14002,2,128,31964,0
14003,2,128,44590,0
14004,2,128,45683,0
14005,2,128,37855,0
14006,2,128,38325,0
14007,2,128,37536,0
14008,2,128,37701,0
14009,2,128,40754,0
14010,2,128,43188,0
14011,2,128,46675,0
14012,2,128,35689,0
14013,2,128,40095,0
14014,2,128,44992,0
14015,2,128,39097,0
14016,2,128,41827,0
14017,2,128,34116,0
14018,2,128,34405,0
14019,2,128,33219,0
14020,2,128,39578,0
14021,2,128,36156,0
14022,2,128,39014,0
14023,2,128,37823,0
14024,2,128,37991,0
14025,2,128,30673,0
14026,2,128,37945,0
14027,2,128,38009,0
14028,2,128,37326,0
14029,2,128,39676,0
14030,2,128,28979,0
14031,2,128,45357,0
14032,2,128,39230,0
14033,2,128,43613,0
14034,2,128,36950,0
14035,2,128,53119,0
14036,2,128,41959,0
14037,2,128,45246,0
14038,2,128,39400,0
14039,2,128,37971,0
14040,2,128,41911,0
14041,2,128,45497,0
14042,2,128,37913,0
14043,2,128,44271,0
14044,2,128,43936,0
14045,2,128,37955,0
14046,2,128,45537,0
14047,2,128,44125,0
14048,2,128,37850,0
14049,2,128,38606,0
14050,2,128,39003,0
14051,2,128,38169,0
14052,2,128,52278,0
14053,2,128,46087,0
14054,2,128,39337,0
14055,2,128,40062,0
14056,2,128,44427,0
14057,2,128,39210,0
14058,2,128,39006,0
14059,2,128,39133,0
14060,2,128,38401,0
14061,2,128,37509,0
14062,2,128,43057,0
14063,2,128,36723,0
14064,2,128,41028,0
14065,2,128,39075,0
14066,2,128,40852,0
14067,2,128,46082,0
14068,2,128,44453,0
14069,2,128,38949,0
14070,2,128,35895,0
14071,2,128,13320,0
14072,2,128,38062,0
14073,2,128,43251,0
14074,2,128,39048,0
14075,2,128,35924,0
14076,2,128,45944,0
14077,2,128,43558,0
14078,2,128,42263,0
14079,2,128,42031,0
14080,2,128,45139,0
14081,2,128,41170,0
14082,2,128,38307,0
14083,2,128,22975,0
14084,2,128,53359,0
14085,2,128,45839,0
14086,2,128,37785,0
14087,2,128,37789,0
14088,2,128,37221,0
14089,2,128,37576,0
14090,2,128,41661,0
14091,2,128,52700,0
14092,2,128,35303,0
14093,2,128,38409,0
14094,2,128,38262,0
14095,2,128,44600,0
14096,2,128,53327,0
14097,2,128,53206,0
14098,2,128,41436,0
14099,2,128,40210,0
14100,2,128,43243,0
14101,2,128,42777,0
14102,2,128,44325,0
14103,2,128,36191,0
14104,2,128,40664,0
14105,2,128,39078,0
14106,2,128,53113,0
14107,2,128,45566,0
14108,2,128,37865,0
14109,2,128,36959,0
14110,2,128,38055,0
14111,2,128,38156,0
14112,2,128,22807,0
14113,2,128,40540,0
14114,2,128,45570,0
14115,2,128,35874,0
14116,2,128,39189,0
14117,2,128,47031,0
14118,2,128,46658,0
14119,2,128,37943,0
14120,2,128,37961,0
14121,2,128,37956,0
14122,2,128,44831,0
14123,2,128,37950,0
14124,2,128,30507,0
14125,2,128,39014,0
14126,2,128,37614,0
14127,2,128,53117,0
14128,2,128,53114,0
14129,2,128,38636,0
14130,2,128,40278,0
14131,2,128,39779,0
14132,2,128,39438,0
14133,2,128,35211,0
14134,2,128,38837,0
14135,2,128,37976,0
14136,2,128,36364,0
14137,2,128,39175,0
14138,2,128,37041,0
14139,2,128,36833,0
14140,2,128,52921,0
14141,2,128,30314,0
14142,2,128,37900,0
14143,2,128,38324,0
14144,2,128,38855,0
14145,2,128,43226,0
14146,2,128,39738,0
14147,2,128,39691,0
14148,2,128,39833,0
14149,2,128,44440,0
14150,2,128,52895,0
14151,2,128,43660,0
14152,2,128,52878,0
14153,2,128,45135,0
14154,2,128,45489,0
14155,2,128,47777,0
14156,2,128,36998,0
14157,2,128,37782,0
14158,2,128,45277,0
14159,2,128,45252,0
14160,2,128,44361,0
14161,2,128,43356,0
14162,2,128,42628,0
14163,2,128,37023,0
14164,2,128,35887,0
14165,2,128,43147,0
14166,2,128,38319,0
14167,2,128,31343,0
14168,2,128,44058,0
14169,2,128,36152,0
14170,2,128,41661,0
14171,2,128,38400,0
14172,2,128,45212,0
14173,2,128,35925,0
14174,2,128,38909,0
14175,2,128,41246,0
14176,2,128,34237,0
14177,2,128,51285,0
14178,2,128,36698,0
14179,2,128,29218,0
14180,2,128,40748,0
14181,2,128,44993,0
14182,2,128,39661,0
14183,2,128,35737,0
14184,2,128,43521,0
14185,2,128,40932,0
14186,2,128,38759,0
14187,2,128,45240,0
14188,2,128,36804,0
14189,2,128,40905,0
14190,2,128,36923,0
14191,2,128,45343,0
14192,2,128,38140,0
14193,2,128,45317,0
14194,2,128,36014,0
14195,2,128,38573,0
14196,2,128,39452,0
14197,2,128,23339,0
14198,2,128,45288,0
14199,2,128,45283,0
14200,2,128,52800,0
14201,2,128,52765,0
14202,2,128,37027,0
14203,2,128,45132,0
14204,2,128,31028,0
14205,2,128,46257,0
14206,2,128,37556,0
14207,2,128,41582,0
14208,2,128,39847,0
14209,2,128,41498,0
14210,2,128,39543,0
14211,2,128,41620,0
14212,2,128,37526,0
14213,2,128,37502,0
14214,2,128,39097,0
14215,2,128,37751,0
14216,2,128,35464,0
14217,2,128,39423,0
14218,2,128,38178,0
14219,2,128,35166,0
14220,2,128,37309,0
14221,2,128,37542,0
14222,2,128,36168,0
14223,2,128,43264,0
14224,2,128,39018,0
14225,2,128,35831,0
14226,2,128,43353,0
14227,2,128,31549,0
14228,2,128,12953,0
14229,2,128,44513,0
14230,2,128,43651,0
14231,2,128,45297,0
14232,2,128,40382,0
14233,2,128,37007,0
14234,2,128,15036,0
14235,2,128,40283,0
14236,2,128,42791,0
14237,2,128,36776,0
14238,2,128,37511,0
14239,2,128,40864,0
14240,2,128,52725,0
14241,2,128,39137,0
14242,2,128,34283,0
14243,2,128,42963,0
14244,2,128,43010,0
14245,2,128,37986,0
14246,2,128,41029,0
14247,2,128,13633,0
